,Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type,keywords
419,Evaluation of an Affective Wearable Tool for the Transmission of Affection Gestures Between Geographically Separated Loved Ones,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-67585-5_78,Flor B. MontañezAlberto L. MoránVictoria Meza-KuboEloísa García-Canseco,2017,http://link.springer.com/chapter/10.1007/978-3-319-67585-5_78,Chapter,"Affective wearable computing ,Transmission of affection gestures ,Grandparent-grandchild relation "
420,Dynamic Interaction Plugins Deployment in Ambient Spaces,Human-Centered Software Engineering,,,,10.1007/978-3-662-44811-3_5,Bashar AltakrouriAndreas Schrader,2014,http://link.springer.com/chapter/10.1007/978-3-662-44811-3_5,Chapter,"Ambient Assisted Living ,Natural User Interfaces ,Kinetic Interactions ,Dynamic Interaction Deployment ,Sharing Interactions "
421,A Review on Mobile Sensor Localization,Security in Computing and Communications,,,,10.1007/978-3-662-44966-0_4,Jeril KuriakoseV. AmruthA. G. SandeshV. AbhilashG. Prasanna KumarK. Nithin,2014,http://link.springer.com/chapter/10.1007/978-3-662-44966-0_4,Chapter,"Sensor Node ,Wireless Sensor Network ,Mobile Robot ,Mobile Node ,Receive Signal Strength Indicator "
422,A Creative and Useful Tension? Large Companies Using “Bring Your Own Device”,Creating Value for All Through IT,,,,10.1007/978-3-662-43459-8_11,Don KerrChristian Koch,2014,http://link.springer.com/chapter/10.1007/978-3-662-43459-8_11,Chapter,"Domestication ,Adoption ,Bring your own device (BYOD) ,Management of IT "
423,Towards a Cloud-Based Data Storage Medium for E-learning Systems in Developing Countries,Intelligence in the Era of Big Data,,,,10.1007/978-3-662-46742-8_42,Temitope OlokundeSanjay Misra,2015,http://link.springer.com/chapter/10.1007/978-3-662-46742-8_42,Chapter,"E-Learning ,Cloud Computing ,Data storage ,University ,Education ,developing countries "
424,Dynamic Communication-Aware Scheduling with Uncertainty of Workflow Applications in Clouds,High Performance Computer Applications,,,,10.1007/978-3-319-32243-8_12,Vanessa MirandaAndrei TchernykhDzmitry Kliazovich,2016,http://link.springer.com/chapter/10.1007/978-3-319-32243-8_12,Chapter,"Cloud computing ,Scheduling ,Workflow ,Communication awareness ,Uncertainty ,DAG "
425,A Federated In-memory Database System for Life Sciences,Real-Time Business Intelligence and Analytics,,,,10.1007/978-3-030-24124-7_2,Matthieu-P. SchapranowCindy PerscheidAlf WachsmannMartin SiegertCornelius BockFriedrich HorschigFranz LiedkeJanos BrauerHasso Plattner,2019,http://link.springer.com/chapter/10.1007/978-3-030-24124-7_2,Chapter,"Federated in-memory database ,Cloud computing ,Distributed data processing "
426,Study on the Agriculture Information Cloud Architecture and Application,"Industrial Engineering, Management Science and Applications 2015",,,,10.1007/978-3-662-47200-2_41,Peng QingMing YeGuangyuan Liu,2015,http://link.springer.com/chapter/10.1007/978-3-662-47200-2_41,Chapter,"Cloud computing ,Virtualization computing ,Agriculture information ,Cloud platform architecture "
427,A Dual Cloud Based Secure Environmental Parameter Monitoring System: A WSN Approach,Cloud Computing,,,,10.1007/978-3-319-05506-0_18,B. PoojaM. M. Manohara PaiM. Pai Radhika,2014,http://link.springer.com/chapter/10.1007/978-3-319-05506-0_18,Chapter,"WSNs ,Cloud computing ,Sensor-cloud architecture ,Integration of clouds ,Confidentiality ,Integrity "
428,A Mutual Resource Exchanging Model and Its Applications to Data Analysis in Mobile Environment,New Trends in Databases and Information Systems,,,,10.1007/978-3-319-23201-0_28,Naofumi Yoshida,2015,http://link.springer.com/chapter/10.1007/978-3-319-23201-0_28,Chapter,"Resource exchanging ,Data analysis ,Mobile environment "
429,Improving Attack Graph Scalability for the Cloud Through SDN-Based Decomposition and Parallel Processing,Ubiquitous Networking,,,,10.1007/978-3-319-68179-5_17,Oussama MjihilDijiang HuangAbdelkrim Haqiq,2017,http://link.springer.com/chapter/10.1007/978-3-319-68179-5_17,Chapter,"Attack Representation Models ,Scalability ,Graph theory "
430,Towards an Extensible Context Model for Mobile User in Smart Cities,Computational Intelligence and Its Applications,,,,10.1007/978-3-319-89743-1_43,Boudjemaa BoudaaSlimane HammoudiSidi Mohamed Benslimane,2018,http://link.springer.com/chapter/10.1007/978-3-319-89743-1_43,Chapter,
431,Towards Context-Dependence Eye Movements Prediction in Smart Meeting Rooms,Artificial Neural Networks and Machine Learning – ICANN 2014,,,,10.1007/978-3-319-11179-7_32,Redwan Abdo A. MohammedLars SchwabeOliver Staadt,2014,http://link.springer.com/chapter/10.1007/978-3-319-11179-7_32,Chapter,"Saliency Model ,Steerable Pyramid ,Talk Scenario ,Smart Meeting Room ,SVMs Model "
432,An OpenStack-Based Implementation of a Volunteer Cloud,Advances in Service-Oriented and Cloud Computing,,,,10.1007/978-3-319-33313-7_30,Salvatore DistefanoGiovanni MerlinoAntonio Puliafito,2016,http://link.springer.com/chapter/10.1007/978-3-319-33313-7_30,Chapter,"Cloud ,Volunteer computing ,Crowd computing ,Software Defined Infrastructure "
433,Is ‘Context-Aware Reasoning = Case-Based Reasoning’?,Modeling and Using Context,,,,10.1007/978-3-319-57837-8_35,Nawaz KhanUnai AlegreDean KramerJuan Carlos Augusto,2017,http://link.springer.com/chapter/10.1007/978-3-319-57837-8_35,Chapter,"Ubiquitous Computing ,Case Base Reasoning ,Context Awareness ,Context Aware Application ,Intelligent Environment "
434,PHEN: Parkinson Helper Emergency Notification System Using Bayesian Belief Network,E-Technologies,,,,10.1007/978-3-319-17957-5_14,Hamid McheickMalak KhreissHala SweidanIyad Zaarour,2015,http://link.springer.com/chapter/10.1007/978-3-319-17957-5_14,Chapter,"Context-aware applications ,Parkinson disease ,Health care system ,Bayesian belief network ,Ubiquitous computing ,OWL ,Tele-medicine "
435,Towards Smart Notifications - An Adaptive Approach Using Smart Devices,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-48746-5_38,Gustavo LópezMarcelo GuzmánGabriela MarínLuis A. Guerrero,2016,http://link.springer.com/chapter/10.1007/978-3-319-48746-5_38,Chapter,"Personalized notification management ,User awareness ,Smart devices ,Information overload ,Human perception ,Ambient intelligence ,Rule-based decision making "
436,Monitoring and Control of Atmospheric and Substrate Parameters for Vegetable Crops,"Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information",,,,10.1007/978-3-319-26401-1_38,Germán-Aurelio Seguí-MirallesAlejandro Rico-BeviáJuan-Manuel García-ChamizoFrancisco-Javier Ferrández-Pastor,2015,http://link.springer.com/chapter/10.1007/978-3-319-26401-1_38,Chapter,"Precision agriculture ,Hydroponic crop ,Ubiquitous computing ,Embedded system ,Environmental monitoring and control "
437,Enabling Programmability of Smart Learning Environments by Teachers,"Distributed, Ambient, and Pervasive Interactions",,,,10.1007/978-3-319-20804-6_6,Asterios LeonidisMargherita AntonaConstantine Stephanidis,2015,http://link.springer.com/chapter/10.1007/978-3-319-20804-6_6,Chapter,"Visual programming ,End-user development ,Ubiquitous environments ,Smart learning environments "
438,How Are You Doing? Enabling Older Adults to Enrich Sensor Data with Subjective Input,Human Behavior Understanding,,,,10.1007/978-3-319-24195-1_4,Marije KanisSaskia RobbenBen Kröse,2015,http://link.springer.com/chapter/10.1007/978-3-319-24195-1_4,Chapter,"Ubiquitous computing ,Sensor monitoring ,Ambient assisted living (AAL) ,Real-world deployment ,Autonomy and control ,Invisible computing ,Affective computing "
439,Exploring Digital Service Concepts for Healthy Lifestyles,"Design, User Experience, and Usability: Design Discourse",,,,10.1007/978-3-319-20886-2_44,Jonna HäkkiläAshley ColleyVirve IngetMira AlhonsuoJuho Rantakari,2015,http://link.springer.com/chapter/10.1007/978-3-319-20886-2_44,Chapter,"Digital health services ,Wellness ,Service design ,Mobile applications ,Ubiquitous computing ,User studies "
440,Contents Based Traceability Between Research Artifact and Process for R&D Projects,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_124,Jong-Won KoSun-Tae KimJae-Young ChoiYoung-Hwa Cho,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_124,Chapter,"Project management approach ,Research descriptor ,Software traceability "
441,Urban Principal Traffic Flow Analysis Based on Taxi Trajectories Mining,Advances in Swarm and Computational Intelligence,,,,10.1007/978-3-319-20469-7_20,Bing ZhuXin Xu,2015,http://link.springer.com/chapter/10.1007/978-3-319-20469-7_20,Chapter,"Urban computing ,Principal traffic flow analysis ,Density-based clustering "
442,Servicification – Trend or Paradigm Shift in Geospatial Data Processing?,Computational Science and Its Applications – ICCSA 2018,,,,10.1007/978-3-319-95168-3_23,Andreas FrickeJürgen DöllnerHartmut Asche,2018,http://link.springer.com/chapter/10.1007/978-3-319-95168-3_23,Chapter,"Servicification ,Geospatial intelligence ,Spatial data handling systems "
443,Distributed Service Discovery in Mobile IoT Environments Using Hierarchical Bloom Filters,Engineering the Web in the Big Data Era,,,,10.1007/978-3-319-19890-3_32,Hyeon-Jun JoJung-Hyun KwonIn-Young Ko,2015,http://link.springer.com/chapter/10.1007/978-3-319-19890-3_32,Chapter,"Service discovery ,Distributed service registries ,Internet of things ,Bloom filter "
444,Drivers for the Actual Usage of Cloud Services: An Examination of Influencing Factors for Digital Natives,Human-Computer Interaction. Applications and Services,,,,10.1007/978-3-319-07227-2_8,Mark StieningerDietmar Nedbal,2014,http://link.springer.com/chapter/10.1007/978-3-319-07227-2_8,Chapter,"Cloud Computing ,cloud services ,digital natives ,technology acceptance model ,influencing factors ,technology adoption "
445,Study of Electroencephalographic Signal Regularity for Automatic Emotion Recognition,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-67585-5_74,Arturo Martínez-RodrigoBeatriz García-MartínezRaúl AlcarazAntonio Fernández-CaballeroPascual González,2017,http://link.springer.com/chapter/10.1007/978-3-319-67585-5_74,Chapter,"Electroencephalography ,Emotions ,Physiological computing ,Nonlinear ,Quadratic Sample Entropy "
446,Complexity of Distance Fraud Attacks in Graph-Based Distance Bounding,"Mobile and Ubiquitous Systems: Computing, Networking, and Services",,,,10.1007/978-3-319-11569-6_23,Rolando Trujillo-Rasua,2014,http://link.springer.com/chapter/10.1007/978-3-319-11569-6_23,Chapter,"Security ,Relay attack ,Distance bounding ,Most frequent sequence ,Graph ,NP-complete ,NP-hard "
447,Performance Analysis of Intrusion Detection Systems in Cloud-Based Systems,Ubiquitous Networking,,,,10.1007/978-3-319-68179-5_18,Rachid CherkaouiMostapha ZbakhAn BraekenAbdellah Touhafi,2017,http://link.springer.com/chapter/10.1007/978-3-319-68179-5_18,Chapter,"Cloud computing ,Anomaly detection ,Intrusion detection ,Performance analysis ,IDS "
448,Extending Ambient Intelligence to the Internet of Things: New Challenges for QoC Management,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_37,Pierrick MarieThierry DespratsSophie ChabridonMichelle Sibilla,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_37,Chapter,"quality of context ,quality criterion ,context management ,meta-modeling ,information model "
449,Feature Based Similarity Measure,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_80,Shreeya SenguptaHui WangWilliam BlackburnPiyush Ojha,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_80,Chapter,"similarity measures ,video activity recognition ,SIFT features "
450,Ambient Intelligence Services Personalization via Social Choice Theory,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_73,Emilio SerranoPablo MoncadaMercedes GarijoCarlos A. Iglesias,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_73,Chapter,"Service customization and personalization ,Social Choice ,Ambient Intelligence ,Agent-based Social Simulation ,Agreement technologies ,Multiagent systems "
451,Towards Augmenting Legacy Websites with Context-Awareness,"Mobile and Ubiquitous Systems: Computing, Networking, and Services",,,,10.1007/978-3-319-11569-6_55,Darren CarlsonLukas Ruge,2014,http://link.springer.com/chapter/10.1007/978-3-319-11569-6_55,Chapter,"Ubiquitous computing ,Internet of things ,Web of things "
452,A Study on the Localization Algorithm Using RSSI and Directional Antennas Between Sensor Nodes for the DV-HOP Algorithm,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_67,MunSuck JangByungChul KimPyungSoo KimEungHyuk Lee,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_67,Chapter,"Localization algorithm ,DV-HOP ,RSSI ,Directivity ,Directional antenna "
453,Designing Touchless Gestural Interactions for Public Displays In-the-Wild,Human-Computer Interaction: Interaction Technologies,,,,10.1007/978-3-319-20916-6_3,Vito GentileAlessio MaliziaSalvatore SorceAntonio Gentile,2015,http://link.springer.com/chapter/10.1007/978-3-319-20916-6_3,Chapter,"Public display ,User-centered design ,In-the-wild experiment ,Gestural interaction ,Natural user interaction ,Kinect-like devices ,Ubiquitous computing "
454,"SensorCentral: A Research Oriented, Device Agnostic, Sensor Data Platform",Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-67585-5_11,Joseph RaffertyJonathan SynnottAndrew EnnisChris NugentIan McChesneyIan Cleland,2017,http://link.springer.com/chapter/10.1007/978-3-319-67585-5_11,Chapter,"Big data ,Sensor data ,Internet of things ,Scalable storage ,Machine learning ,Open data initiative ,Research tools ,Data science "
455,Towards Behavioural Computer Science,Trust Management X,,,,10.1007/978-3-319-41354-9_12,Christian JohansenTore PedersenAudun Jøsang,2016,http://link.springer.com/chapter/10.1007/978-3-319-41354-9_12,Chapter,"Intelligent Machine ,Ubiquitous Computing ,Ambient Assisted Living ,Security Breach ,Availability Heuristic "
456,Smart Product Management in Retail Environment Based on Dynamic Pricing and Location Services,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_29,Diego Sánchez de RiveraCarlos LópezRamon AlcarriaDiego MartínTomás Robles,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_29,Chapter,"product management ,dynamic pricing ,location system ,prototype "
457,Prototyping Distributed Physical User Interfaces in Ambient Intelligence Setups,"Distributed, Ambient, and Pervasive Interactions",,,,10.1007/978-3-319-07788-8_8,Gervasio VarelaAlejandro Paz-LopezJose Antonio Becerra PermuyRichard J. Duro Fernandez,2014,http://link.springer.com/chapter/10.1007/978-3-319-07788-8_8,Chapter,"physical user interfaces ,distributed user interfaces ,ambient intelligence ,ubiquitous computing ,user interfaces ,model-driven engineering "
458,Green Treatment Plan Selection Based on Three Dimensional Fuzzy Evaluation Model,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_60,Fei HaoDoo-Soon ParkSang Yeon Woo,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_60,Chapter,"Smart medical ,Treatment plan ,Degree of membership ,Fuzzy evaluation "
459,Adaptation to TV Delays Based on the User Behaviour towards a Cheating-Free Second Screen Entertainment,Entertainment Computing - ICEC 2015,,,,10.1007/978-3-319-24589-8_35,Rui Neves MadeiraPedro CentieiroNuno Correia,2015,http://link.springer.com/chapter/10.1007/978-3-319-24589-8_35,Chapter,"Second screen ,TV delays ,broadcast live events ,adaptation ,ubiquitous personalization ,user profile ,game cheating "
460,Secure Data Access Control Scheme for Smart Home,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_70,Ho-Seok RyuJin Kwak,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_70,Chapter,"Smart home ,Data access control ,Data management ,Internet of things "
461,A Smart City Case Study: Dynamic Management of Road Lanes,"Distributed, Ambient, and Pervasive Interactions",,,,10.1007/978-3-319-07788-8_58,Chen WangBertrand DavidRené Chalon,2014,http://link.springer.com/chapter/10.1007/978-3-319-07788-8_58,Chapter,"smart city ,ambient intelligence ,ubiquitous computing ,data vitalization ,location-based services ,mobile internet ,internet of things ,dynamic lane allocation "
462,An Alternative to W3C Task Model for Post-WIMP,"Ubiquitous Computing and Ambient Intelligence. Sensing, Processing, and Using Environmental Information",,,,10.1007/978-3-319-26401-1_28,Miguel A. TeruelArturo C. RodríguezFrancisco MonteroElena NavarroVíctor López-JaqueroPascual González,2015,http://link.springer.com/chapter/10.1007/978-3-319-26401-1_28,Chapter,"Post-WIMP ,CSRML ,W3C task model ,Collaboration ,Awareness "
463,Estimation of Human Social Relation Based on Device Connectivity,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_68,Dong-oh KangChangseok Bae,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_68,Chapter,"Human social relation ,Device social model ,Device connectivity "
464,A Two Objective Linear Programming Model for VM Placement in Heterogenous Data Centers,Ubiquitous Networking,,,,10.1007/978-3-030-02849-7_15,Rym RegaiegMohamed KoubàaEvans Osei-OpokuTaoufik Aguili,2018,http://link.springer.com/chapter/10.1007/978-3-030-02849-7_15,Chapter,"Cloud computing ,Heterogeneous data centers ,Virtual Machine Placement ,Integer Linear Programming ,Power consumption ,Resource wastage "
465,Migration from Web Services to Cloud Services,Ubiquitous Networking,,,,10.1007/978-3-319-68179-5_16,Hassina NacerKada Beghdad BeyNabil Djebari,2017,http://link.springer.com/chapter/10.1007/978-3-319-68179-5_16,Chapter,
466,Multi-objective Genetic Algorithm for Multi-cloud Brokering,Euro-Par 2013: Parallel Processing Workshops,,,,10.1007/978-3-642-54420-0_6,Alba AmatoBeniamino Di MartinoSalvatore Venticinque,2014,http://link.springer.com/chapter/10.1007/978-3-642-54420-0_6,Chapter,"Cloud Computing ,Pareto Front ,Multiobjective Optimization ,Service Composition ,Service Level Agreement "
467,CARDAP: A Scalable Energy-Efficient Context Aware Distributed Mobile Data Analytics Platform for the Fog,Advances in Databases and Information Systems,,,,10.1007/978-3-319-10933-6_15,Prem Prakash JayaramanJoão Bártolo GomesHai Long NguyenZahraa Said AbdallahShonali KrishnaswamyArkady Zaslavsky,2014,http://link.springer.com/chapter/10.1007/978-3-319-10933-6_15,Chapter,"Mobile Device ,Activity Recognition ,Smart City ,Mobile Data ,Smart Device "
468,Modeling Personalized Recommendations of Unvisited Tourist Places Using Genetic Algorithms,Databases in Networked Information Systems,,,,10.1007/978-3-319-16313-0_20,Sunita TiwariSaroj Kaushik,2015,http://link.springer.com/chapter/10.1007/978-3-319-16313-0_20,Chapter,"Location Recommender Systems ,GPS Log Mining ,Soft Computing ,Genetic Algorithms ,User Preference Discovery "
469,From Intelligibility to Debuggability in Context-Aware Systems,KI 2014: Advances in Artificial Intelligence,,,,10.1007/978-3-319-11206-0_21,Daniel MoosSebastian BaderThomas Kirste,2014,http://link.springer.com/chapter/10.1007/978-3-319-11206-0_21,Chapter,"intelligibility ,debuggability ,explanation generation "
470,Categorization of the Context Within the Medical Domain,"Smart Homes and Health Telematics, Designing a Better Future: Urban Assisted Living",,,,10.1007/978-3-319-94523-1_8,Hicham AjamiHamid McheickLokman SalehRania Taleb,2018,http://link.springer.com/chapter/10.1007/978-3-319-94523-1_8,Chapter,"Healthcare ,Pervasive computing ,Context categorization ,Medical context "
471,Resource-Aware Job Scheduling and Management System for Semiconductor Application,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_104,Hyesuk ParkSeungyun KimTaehyun KimJunghoon KimYoungkwan ParkYoung Ik Eom,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_104,Chapter,"Resource management ,Job Scheduler ,MDP "
472,Personalised Support System for Hypertensive Patients Based on Genetic Algorithms,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-48746-5_7,Víctor Vives-BoixDaniel Ruiz-FernándezAntonio Soriano-PayáDiego Marcos-JorqueraVirgilio Gilart-IglesiasAlberto de Ramón-Fernández,2016,http://link.springer.com/chapter/10.1007/978-3-319-48746-5_7,Chapter,"Genetic algorithms ,Adaptive algorithms ,Hypertension ,Self-management ,Empowerment ,Personalised support system "
473,SAVI Testbed Architecture and Federation,Future Access Enablers for Ubiquitous and Intelligent Infrastructures,,,,10.1007/978-3-319-27072-2_1,Thomas LinByungchul ParkHadi BannazadehAlberto Leon-Garcia,2015,http://link.springer.com/chapter/10.1007/978-3-319-27072-2_1,Chapter,"Cloud computing ,Cloud federation ,SDI ,Testbed "
474,Snow Surface: A Multi-touch Game Using Microsoft PixelSense,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_25,Johan ForslingSofie NilssonSimon EkströmPer Grundtman,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_25,Chapter,"Pervasive Computing ,Game ,Tabletop ,PixelSense "
475,Multi-source Context Data Representation and Distribution in an ICT Tool for Autism Treatment,Ubiquitous Computing and Ambient Intelligence. Personalisation and User Adapted Services,,,,10.1007/978-3-319-13102-3_33,Federico CrucianiMark P. DonnellyLeo GalwayFrancesco ForestiCristiano PaggettiEnrico Vicario,2014,http://link.springer.com/chapter/10.1007/978-3-319-13102-3_33,Chapter,"Pervasive Systems ,Data Fusion ,Context Aware Systems ,Context Data Distribution ,Multi-Source Data Representation "
476,Location-Aware WBAN Data Monitoring System Based on NoSQL,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_13,Yan LiByeong-Seok Shin,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_13,Chapter,"WBAN monitoring system ,Location-aware ,NoSQL database system "
477,Distributed Big Data Techniques for Health Sensor Information Processing,Ubiquitous Computing and Ambient Intelligence,,,,10.1007/978-3-319-48746-5_22,Diego GachetMaría de la Luz MoralesManuel de BuenagaEnrique PuertasRafael Muñoz,2016,http://link.springer.com/chapter/10.1007/978-3-319-48746-5_22,Chapter,"Internet of things ,Cloud computing ,ICU ,Sensors, Big Data "
478,Parallel Balanced Team Formation Clustering Based on MapReduce,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_95,Byoung Wook KimJa Mee KimWon Gyu LeeJin Gon Shon,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_95,Chapter,"Grouping student ,Parallel ,Mapreduce ,Team formation "
479,Users’ Privacy Concerns About Wearables,Financial Cryptography and Data Security,,,,10.1007/978-3-662-48051-9_17,Vivian Genaro MottiKelly Caine,2015,http://link.springer.com/chapter/10.1007/978-3-662-48051-9_17,Chapter,"Privacy ,Wearable computing ,Wearable devices ,Form factors ,Privacy concerns ,User studies ,Human factors "
480,Towards Optimizing the Usability of Homomorphic Encryption in Cloud-Based Medical Image Processing,Ubiquitous Networking,,,,10.1007/978-3-319-68179-5_19,Mbarek MarwanAli KartitHassan Ouahmane,2017,http://link.springer.com/chapter/10.1007/978-3-319-68179-5_19,Chapter,"Cloud Computing ,Security ,Homomorphic encryption ,Image processing "
481,"Walking on the Cloud: Gait Recognition, a Wearable Solution",Network and System Security,,,,10.1007/978-3-030-02744-5_13,Aniello CastiglioneKim-Kwang Raymond ChooMaria De MarsicoAlessio Mecca,2018,http://link.springer.com/chapter/10.1007/978-3-030-02744-5_13,Chapter,"Gait recognition ,Wearable sensors ,Cloud services ,Biometrics as a Service ,BaaS "
482,Human-Computer Interaction to Human-Computer-Context Interaction: Towards a Conceptual Framework for Conducting User Studies for Shifting Interfaces,"Design, User Experience, and Usability: Theory and Practice",,,,10.1007/978-3-319-91797-9_20,Stephanie Van HoveJolien De LetterOlivia De RuyckPeter ConradieAnissa AllJelle SaldienLieven De Marez,2018,http://link.springer.com/chapter/10.1007/978-3-319-91797-9_20,Chapter,"Human-computer interaction ,Ubiquitous computing ,Interaction context ,User research ,Product design ,Product evaluation ,Framework ,User experience "
483,VNF Service Chaining on SAVI SDI,Future Access Enablers for Ubiquitous and Intelligent Infrastructures,,,,10.1007/978-3-319-27072-2_2,Pouya YasrebiSpandan BembyHadi BannazadehAlberto Leon-Garcia,2015,http://link.springer.com/chapter/10.1007/978-3-319-27072-2_2,Chapter,"Software defined infrastructure ,Network function virtualization ,Virtualized network function ,Software defined networking ,OpenFlow ,Smart application on virtual infrastructure "
484,Architecture Strategies for Cyber-Foraging: Preliminary Results from a Systematic Literature Review,Software Architecture,,,,10.1007/978-3-319-09970-5_15,Grace A. LewisPatricia LagoGiuseppe Procaccianti,2014,http://link.springer.com/chapter/10.1007/978-3-319-09970-5_15,Chapter,"Mobile Device ,Cloud Computing ,Cloud Server ,Systematic Literature Review ,Pervasive Computing "
485,All You Need is Trust – An Analysis of Trust Measures Communicated by Cloud Providers,On the Move to Meaningful Internet Systems: OTM 2015 Conferences,,,,10.1007/978-3-319-26148-5_38,Julian GantnerLukas DemetzRonald Maier,2015,http://link.springer.com/chapter/10.1007/978-3-319-26148-5_38,Chapter,"Cloud computing ,Cloud provider ,Document analysis ,Privacy ,Security ,Trust measure "
486,Research on Workflow Scheduling Algorithms in the Cloud,Process-Aware Systems,,,,10.1007/978-3-662-46170-9_4,Congyang ChenJianxun LiuYiping WenJinjun Chen,2015,http://link.springer.com/chapter/10.1007/978-3-662-46170-9_4,Chapter,"Cloud computing ,Workflow ,Scheduling algorithm ,CloudSim "
487,Requirements Engineering for Cloud Systems: A Mapping Study Design,Computational Science and Its Applications – ICCSA 2017,,,,10.1007/978-3-319-62407-5_24,Fernando WanderleyEric SouzaMiguel GoulãoJoao AraujoGilberto CysneirosAnanya Misra,2017,http://link.springer.com/chapter/10.1007/978-3-319-62407-5_24,Chapter,"Requirements engineering ,Cloud systems ,SaaS ,Systematic review ,Mapping study "
488,Occlusion Detection Using Multi-Mode Mean-Shift Tracking,Advances in Computer Science and Ubiquitous Computing,,,,10.1007/978-981-10-0281-6_85,Eun-Sub KimMin HongYoo-Joo Choi,2015,http://link.springer.com/chapter/10.1007/978-981-10-0281-6_85,Chapter,"Visual object tracking ,Kernel-based tracking ,Multi-model kernel tracking ,Occlusion handling "
489,Extended Future Internet: An IP Pervasive Network Including Interplanetary Communication?,Personal Satellite Services. Next-Generation Satellite Networking and Communication Systems,,,,10.1007/978-3-319-47081-8_2,Mario Marchese,2016,http://link.springer.com/chapter/10.1007/978-3-319-47081-8_2,Chapter,"Internet ,Pervasive communications ,Future internet ,Satellite communications ,Delay and Disruption Tolerant Networking (DTN) "
490,A Smartphone Location Independent Activity Recognition Method Based on the Angle Feature,Algorithms and Architectures for Parallel Processing,,,,10.1007/978-3-319-11197-1_14,Changhai WangJianzhong ZhangMeng LiYuan YuanYuwei Xu,2014,http://link.springer.com/chapter/10.1007/978-3-319-11197-1_14,Chapter,"Smartphone ,accelerometer ,activity recognition ,location independent ,angle feature "
491,Adaptive Wireless Networks as an Example of Declarative Fractionated Systems,"Mobile and Ubiquitous Systems: Computing, Networking, and Services",,,,10.1007/978-3-319-11569-6_43,Jong-Seok ChoiTim McCarthyMinyoung KimMark-Oliver Stehr,2014,http://link.springer.com/chapter/10.1007/978-3-319-11569-6_43,Chapter,"Cyber-physical systems ,Distributed systems ,Declarative control ,Adaptive networks ,MANETs ,Swarms ,Robots ,UAVs "
492,Adaptive Integration of IoT with Informatics Systems for Collaborative Industry: The SITL-IoT Case,Collaborative Networks and Digital Transformation,,,,10.1007/978-3-030-28464-0_5,A. Luis OsórioLuis M. Camarinha-MatosTiago DiasJosé Tavares,2019,http://link.springer.com/chapter/10.1007/978-3-030-28464-0_5,Chapter,"Collaborative networks ,Internet of Things ,Systems integration ,Cyber-physical systems ,Distributed systems "
493,CubeMate: A New Communication Device as Non-verbal Interface in a Shared Space,"Design, User Experience, and Usability: Users and Interactions",,,,10.1007/978-3-319-20898-5_42,Roberta GrimaldiValentina CipelliCarlo Maria Medaglia,2015,http://link.springer.com/chapter/10.1007/978-3-319-20898-5_42,Chapter,"Non verbal communication ,Calm computing ,Interaction design process ,Proactive computing ,Emoticons "
